2026-08-30T23:28:41+00:00 BASELINE_OOS {'net': 47340.0, 'pf': 1.3077, 'dd': 1.8676, 'trades': 329}
2026-08-30T23:28:41+00:00 BASELINE_IS {'net': 417882.0, 'pf': 2.2542, 'dd': 3.7942, 'trades': 301}
2026-08-30T23:28:41+00:00 DRIVER_START proposals=4 already_done=0 terminals=2
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0018 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0019 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0020 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0021 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0022 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0023 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0024 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0025 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0026 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0027 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0028 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0029 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0030 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0031 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0032 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0033 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0034 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0035 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0036 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0037 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0038 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0039 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0040 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0041 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0042 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0043 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0044 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0045 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0046 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0047 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0048 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0049 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0050 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0051 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0052 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0053 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0054 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0055 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0056 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0057 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0058 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0059 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0060 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0061 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0062 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0063 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0064 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0065 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0066 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0067 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0068 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0069 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0070 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0071 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0072 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0073 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0074 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0075 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0076 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0077 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0078 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0079 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0080 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0081 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0082 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0083 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0084 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0085 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0086 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0087 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0088 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0089 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0090 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0091 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0092 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0093 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0094 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0095 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0096 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0097 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0098 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0099 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0100 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0101 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0102 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0103 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0104 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0105 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0106 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0107 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0108 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0109 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0110 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0111 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0112 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0113 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0114 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0115 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0116 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0117 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0118 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0119 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0120 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0121 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0122 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0123 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0124 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0125 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0126 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0127 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0128 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0129 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0130 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0131 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0132 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0133 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0134 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0135 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0136 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0137 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0138 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0139 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0140 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0141 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0142 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0143 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0144 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0145 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0146 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0147 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0148 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0149 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0150 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0151 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0152 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0153 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0154 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0155 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0156 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0157 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0158 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0159 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0160 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0161 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0162 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0163 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0164 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0165 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0166 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0167 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0168 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0169 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0170 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0171 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0172 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0173 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0174 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0175 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0176 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0177 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0178 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0179 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0180 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0181 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0182 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0183 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0184 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0185 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0186 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0187 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0188 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0189 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0190 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0191 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0192 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0193 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0194 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0195 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0196 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0197 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0198 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0199 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0200 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0201 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0202 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0203 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0204 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0205 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0206 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0207 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0208 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0209 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0210 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0211 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0212 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0213 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0214 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0215 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0216 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0217 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0218 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0219 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0220 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0221 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0222 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0223 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0224 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0225 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0226 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0227 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0228 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0229 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0230 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0231 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0232 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0233 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0234 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0235 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0236 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0237 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0238 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0239 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0240 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0241 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0242 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0243 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0244 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0245 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0246 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0247 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0248 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0249 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0250 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0251 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0252 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0253 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0254 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0255 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0256 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0257 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0258 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0259 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0260 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0261 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0262 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0263 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0264 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0265 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0266 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0267 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0268 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0269 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0270 window=IS
2026-09-01T20:31:47+00:00 SKIP_EXISTING id=PP0271 window=IS
2026-09-01T20:31:47+00:00 RUN_START id=PP0272 window=IS terminal=PROD family=F07_be_then_trail
2026-09-01T20:32:12+00:00 RUN_START id=PP0273 window=IS terminal=BT1 family=F07_be_then_trail
2026-09-01T20:32:37+00:00 RUN_START id=PP0274 window=IS terminal=BT2 family=F07_be_then_trail
2026-09-01T20:34:16+00:00 RUN_END id=PP0272 window=IS decision=IS_REJECT elapsed=149.109s
2026-09-01T20:34:16+00:00 GATE_SKIP id=PP0272 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:34:16+00:00 RUN_START id=PP0275 window=IS terminal=PROD family=F07_be_then_trail
2026-09-01T20:34:46+00:00 RUN_END id=PP0273 window=IS decision=IS_REJECT elapsed=153.848s
2026-09-01T20:34:46+00:00 GATE_SKIP id=PP0273 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:34:46+00:00 RUN_START id=PP0276 window=IS terminal=BT1 family=F07_be_then_trail
2026-09-01T20:37:01+00:00 RUN_END id=PP0274 window=IS decision=IS_REJECT elapsed=264.0s
2026-09-01T20:37:01+00:00 GATE_SKIP id=PP0274 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:37:01+00:00 RUN_START id=PP0277 window=IS terminal=BT2 family=F08_age_conditioned_be
2026-09-01T20:37:16+00:00 RUN_END id=PP0275 window=IS decision=IS_REJECT elapsed=179.871s
2026-09-01T20:37:16+00:00 GATE_SKIP id=PP0275 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:37:16+00:00 RUN_START id=PP0278 window=IS terminal=PROD family=F08_age_conditioned_be
2026-09-01T20:37:30+00:00 RUN_END id=PP0276 window=IS decision=IS_REJECT elapsed=164.339s
2026-09-01T20:37:30+00:00 GATE_SKIP id=PP0276 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:37:30+00:00 RUN_START id=PP0279 window=IS terminal=BT1 family=F08_age_conditioned_be
2026-09-01T20:40:00+00:00 RUN_END id=PP0279 window=IS decision=IS_REJECT elapsed=148.761s
2026-09-01T20:40:00+00:00 GATE_SKIP id=PP0279 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:40:00+00:00 RUN_START id=PP0280 window=IS terminal=BT1 family=F08_age_conditioned_be
2026-09-01T20:40:21+00:00 RUN_END id=PP0278 window=IS decision=IS_REJECT elapsed=184.53s
2026-09-01T20:40:21+00:00 GATE_SKIP id=PP0278 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:40:21+00:00 RUN_START id=PP0281 window=IS terminal=PROD family=F08_age_conditioned_be
2026-09-01T20:41:26+00:00 RUN_END id=PP0277 window=IS decision=IS_REJECT elapsed=264.519s
2026-09-01T20:41:26+00:00 GATE_SKIP id=PP0277 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:41:26+00:00 RUN_START id=PP0282 window=IS terminal=BT2 family=F08_age_conditioned_be
2026-09-01T20:42:34+00:00 RUN_END id=PP0280 window=IS decision=IS_REJECT elapsed=154.389s
2026-09-01T20:42:34+00:00 GATE_SKIP id=PP0280 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T20:42:34+00:00 RUN_START id=PP0283 window=IS terminal=BT1 family=F08_age_conditioned_be
2026-09-01T20:43:33+00:00 SLEEP_SUPPRESSED ドライバ稼働中はスリープしない（終了時に自動解除）
2026-09-01T20:43:33+00:00 MEMORY_FREE_MB 19286 terminals=2
2026-09-01T20:43:33+00:00 BASELINE_OOS {'net': 47340.0, 'pf': 1.3077, 'dd': 1.8676, 'trades': 329}
2026-09-01T20:43:33+00:00 BASELINE_IS {'net': 417882.0, 'pf': 2.2542, 'dd': 3.7942, 'trades': 301}
2026-09-01T20:43:33+00:00 DRIVER_START proposals=500 already_done=280 terminals=2
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0001 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0002 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0003 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0004 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0005 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0006 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0007 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0008 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0009 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0010 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0011 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0012 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0013 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0014 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0015 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0016 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0017 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0018 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0019 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0020 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0021 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0022 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0023 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0024 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0025 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0026 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0027 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0028 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0029 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0030 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0031 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0032 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0033 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0034 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0035 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0036 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0037 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0038 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0039 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0040 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0041 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0042 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0043 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0044 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0045 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0046 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0047 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0048 window=IS
2026-09-01T20:43:33+00:00 SKIP_EXISTING id=PP0049 window=IS
