id,sleeve,ea,symbol,base,parameter,value,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,survives,strict,tradeoff,status,note
RSI_USDJPY__Swing_Lookback__4,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,Swing_Lookback,4,{'Swing_Lookback': 4},open_prices,-397.0,0.9867,7.398,86,6813.0,1.2425,6.7674,89,False,False,False,OK,
RSI_USDJPY__Swing_Lookback__5,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,Swing_Lookback,5,{'Swing_Lookback': 5},open_prices,-1842.0,0.9391,7.39,86,6542.0,1.2415,6.7836,86,False,False,False,OK,
RSI_USDJPY__Swing_Lookback__7,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,Swing_Lookback,7,{'Swing_Lookback': 7},open_prices,-1670.0,0.9352,7.528,73,5739.0,1.2068,7.2296,87,False,False,False,OK,
RSI_USDJPY__DP_Pattern_Bars__20,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Pattern_Bars,20,{'DP_Pattern_Bars': 20},open_prices,3832.0,1.1632,9.351,71,5056.0,1.1841,6.5911,86,True,False,False,OK,
RSI_USDJPY__DP_Pattern_Bars__40,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Pattern_Bars,40,{'DP_Pattern_Bars': 40},open_prices,458.0,1.0158,10.279,84,7741.0,1.2768,6.1179,90,True,False,True,OK,
RSI_USDJPY__DP_Pattern_Bars__80,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Pattern_Bars,80,{'DP_Pattern_Bars': 80},open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,False,False,False,OK,
RSI_USDJPY__DP_Pattern_Bars__100,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Pattern_Bars,100,{'DP_Pattern_Bars': 100},open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,False,False,False,OK,
RSI_USDJPY__DP_Pattern_Bars__120,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Pattern_Bars,120,{'DP_Pattern_Bars': 120},open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,False,False,False,OK,
RSI_USDJPY__DP_Tolerance_ATR__0p25,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Tolerance_ATR,0.25,{'DP_Tolerance_ATR': 0.25},open_prices,-464.0,0.9781,8.702,61,4297.0,1.1593,6.6359,84,False,False,False,OK,
RSI_USDJPY__DP_Tolerance_ATR__0p5,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Tolerance_ATR,0.5,{'DP_Tolerance_ATR': 0.5},open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,False,False,False,OK,
RSI_USDJPY__DP_Tolerance_ATR__0p75,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Tolerance_ATR,0.75,{'DP_Tolerance_ATR': 0.75},open_prices,2519.0,1.0805,10.011,93,7146.0,1.2408,5.7419,94,True,False,True,OK,
RSI_USDJPY__DP_Tolerance_ATR__1p5,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Tolerance_ATR,1.5,{'DP_Tolerance_ATR': 1.5},open_prices,7915.0,1.2278,5.965,108,7925.0,1.2555,4.5739,99,True,False,True,OK,
RSI_USDJPY__DP_Tolerance_ATR__2p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,DP_Tolerance_ATR,2.0,{'DP_Tolerance_ATR': 2.0},open_prices,8229.0,1.218,6.465,117,7766.0,1.236,4.1722,105,True,False,True,OK,
RSI_GBPUSD__MA_Period__100,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,MA_Period,100,{'MA_Period': 100},open_prices,-2475.0,0.9341,12.5952,79,2809.0,1.0897,8.576,88,False,False,False,OK,
RSI_GBPUSD__MA_Period__150,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,MA_Period,150,{'MA_Period': 150},open_prices,2075.0,1.0687,5.8504,67,1149.0,1.0418,6.6722,75,True,False,False,OK,
RSI_GBPUSD__MA_Period__250,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,MA_Period,250,{'MA_Period': 250},open_prices,2023.0,1.062,7.1485,71,13451.0,1.5469,3.1034,79,True,False,False,OK,
RSI_GBPUSD__MA_Period__300,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,MA_Period,300,{'MA_Period': 300},open_prices,5914.0,1.1761,6.99,73,-11899.0,0.6593,13.3814,87,False,False,False,OK,
RSI_GBPUSD__BB_Period__10,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Period,10,{'BB_Period': 10},open_prices,7515.0,1.2248,3.9506,76,12800.0,1.5265,4.3337,79,True,False,False,OK,
RSI_GBPUSD__BB_Period__15,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Period,15,{'BB_Period': 15},open_prices,10974.0,1.3446,2.9021,75,14530.0,1.6412,2.799,76,True,False,False,OK,
RSI_GBPUSD__BB_Period__25,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Period,25,{'BB_Period': 25},open_prices,13561.0,1.4626,3.5597,72,15465.0,1.7967,2.6299,68,True,False,False,OK,
RSI_GBPUSD__BB_Period__35,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Period,35,{'BB_Period': 35},open_prices,14872.0,1.5981,2.8439,63,17642.0,1.9505,2.705,67,True,False,False,OK,
RSI_GBPUSD__BB_Period__40,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Period,40,{'BB_Period': 40},open_prices,10302.0,1.4214,2.8651,59,11014.0,1.5753,2.8717,63,True,False,False,OK,
RSI_GBPUSD__BB_Deviation__1p5,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Deviation,1.5,{'BB_Deviation': 1.5},open_prices,14403.0,1.4748,4.011,75,14566.0,1.7176,2.3193,68,True,False,False,OK,
RSI_GBPUSD__BB_Deviation__1p75,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Deviation,1.75,{'BB_Deviation': 1.75},open_prices,13698.0,1.4907,4.3067,68,16626.0,1.8565,2.7225,68,True,False,False,OK,
RSI_GBPUSD__BB_Deviation__2p25,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Deviation,2.25,{'BB_Deviation': 2.25},open_prices,14684.0,1.6298,2.8029,59,16294.0,2.0082,2.742,60,True,False,False,OK,
RSI_GBPUSD__BB_Deviation__2p75,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Deviation,2.75,{'BB_Deviation': 2.75},open_prices,4935.0,1.2409,4.3898,46,7827.0,1.5158,2.3775,49,True,False,False,OK,
RSI_GBPUSD__BB_Deviation__3p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,BB_Deviation,3.0,{'BB_Deviation': 3.0},open_prices,1001.0,1.0543,5.2656,39,6042.0,1.413,2.9882,46,True,False,False,OK,
RSI_GBPUSD__RSI_Period__5,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_Period,5,{'RSI_Period': 5},open_prices,8433.0,1.2171,4.9195,89,14324.0,1.5183,4.6247,89,True,False,False,OK,
RSI_GBPUSD__RSI_Period__7,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_Period,7,{'RSI_Period': 7},open_prices,13385.0,1.4313,3.223,76,15703.0,1.6912,2.7641,77,True,False,False,OK,
RSI_GBPUSD__RSI_Period__10,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_Period,10,{'RSI_Period': 10},open_prices,13389.0,1.508,3.5225,65,18224.0,1.9538,2.6917,69,True,False,False,OK,
RSI_GBPUSD__RSI_Period__21,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_Period,21,{'RSI_Period': 21},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__RSI_Period__28,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_Period,28,{'RSI_Period': 28},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__RSI_levels__65p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_levels,65.0,"{'RSI_OverboughtExtreme': 65.0, 'RSI_Overbought': 62.5, 'RSI_OversoldExtreme': 35.0, 'RSI_Oversold': 37.5}",open_prices,13685.0,1.4935,3.5533,69,18930.0,1.9672,2.6758,71,True,False,False,OK,
RSI_GBPUSD__RSI_levels__70p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_levels,70.0,"{'RSI_OverboughtExtreme': 70.0, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 30.0, 'RSI_Oversold': 32.5}",open_prices,13389.0,1.508,3.5225,65,18224.0,1.9538,2.6917,69,True,False,False,OK,
RSI_GBPUSD__RSI_levels__80p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_levels,80.0,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5}",open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__RSI_levels__85p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,RSI_levels,85.0,"{'RSI_OverboughtExtreme': 85.0, 'RSI_Overbought': 82.5, 'RSI_OversoldExtreme': 15.0, 'RSI_Oversold': 17.5}",open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__StopLoss_Pips__25,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,StopLoss_Pips,25,{'StopLoss_Pips': 25},open_prices,2600.0,1.1361,3.115,68,8435.0,1.6369,2.2102,68,True,False,False,OK,
RSI_GBPUSD__StopLoss_Pips__40,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,StopLoss_Pips,40,{'StopLoss_Pips': 40},open_prices,10430.0,1.4421,2.669,65,17688.0,2.0985,3.1273,68,True,False,False,OK,
RSI_GBPUSD__StopLoss_Pips__60,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,StopLoss_Pips,60,{'StopLoss_Pips': 60},open_prices,16855.0,1.6183,3.7088,65,19503.0,1.9702,2.9389,67,True,False,False,OK,
RSI_GBPUSD__StopLoss_Pips__75,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,StopLoss_Pips,75,{'StopLoss_Pips': 75},open_prices,12051.0,1.3758,4.5351,65,14558.0,1.5812,3.9786,67,True,False,False,OK,
RSI_GBPUSD__StopLoss_Pips__100,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,StopLoss_Pips,100,{'StopLoss_Pips': 100},open_prices,7601.0,1.1992,6.0295,64,19500.0,1.7471,4.2991,66,True,False,False,OK,
RSI_GBPUSD__TakeProfit_Pips__50,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,TakeProfit_Pips,50,{'TakeProfit_Pips': 50},open_prices,6287.0,1.3235,2.669,66,5378.0,1.3575,3.3782,68,True,False,False,OK,
RSI_GBPUSD__TakeProfit_Pips__75,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,TakeProfit_Pips,75,{'TakeProfit_Pips': 75},open_prices,7449.0,1.3099,2.734,66,11302.0,1.6757,2.7985,68,True,False,False,OK,
RSI_GBPUSD__TakeProfit_Pips__125,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,TakeProfit_Pips,125,{'TakeProfit_Pips': 125},open_prices,14605.0,1.5358,3.6338,64,14594.0,1.6892,4.0931,68,True,False,False,OK,
RSI_GBPUSD__TakeProfit_Pips__150,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,TakeProfit_Pips,150,{'TakeProfit_Pips': 150},open_prices,22948.0,1.8419,2.669,64,8570.0,1.3494,6.7971,68,True,False,False,OK,
RSI_GBPUSD__TakeProfit_Pips__200,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,TakeProfit_Pips,200,{'TakeProfit_Pips': 200},open_prices,20689.0,1.7024,7.4987,62,2966.0,1.1074,8.1425,67,True,False,False,OK,
RSI_GBPUSD__Swing_Lookback__1,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,Swing_Lookback,1,{'Swing_Lookback': 1},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__Swing_Lookback__2,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,Swing_Lookback,2,{'Swing_Lookback': 2},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__Swing_Lookback__4,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,Swing_Lookback,4,{'Swing_Lookback': 4},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__Swing_Lookback__5,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,Swing_Lookback,5,{'Swing_Lookback': 5},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__Swing_Lookback__7,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,Swing_Lookback,7,{'Swing_Lookback': 7},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Pattern_Bars__20,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Pattern_Bars,20,{'DP_Pattern_Bars': 20},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Pattern_Bars__40,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Pattern_Bars,40,{'DP_Pattern_Bars': 40},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Pattern_Bars__80,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Pattern_Bars,80,{'DP_Pattern_Bars': 80},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Pattern_Bars__100,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Pattern_Bars,100,{'DP_Pattern_Bars': 100},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Pattern_Bars__120,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Pattern_Bars,120,{'DP_Pattern_Bars': 120},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Tolerance_ATR__0p25,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Tolerance_ATR,0.25,{'DP_Tolerance_ATR': 0.25},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Tolerance_ATR__0p5,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Tolerance_ATR,0.5,{'DP_Tolerance_ATR': 0.5},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Tolerance_ATR__0p75,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Tolerance_ATR,0.75,{'DP_Tolerance_ATR': 0.75},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Tolerance_ATR__1p5,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Tolerance_ATR,1.5,{'DP_Tolerance_ATR': 1.5},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
RSI_GBPUSD__DP_Tolerance_ATR__2p0,RSI_GBPUSD,RSI_Reversal,GBPUSD,configs/rsi_robust_gbpusd_h4.yaml,DP_Tolerance_ATR,2.0,{'DP_Tolerance_ATR': 2.0},open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,True,False,False,OK,
SCA_USDJPY__RangeStartHour__1,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeStartHour,1,{'RangeStartHour': 1},every_tick,16185.0,1.1304,14.2302,451,830.0,1.0117,10.5291,412,True,False,False,OK,
SCA_USDJPY__RangeStartHour__2,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeStartHour,2,{'RangeStartHour': 2},every_tick,14199.0,1.1177,10.3956,446,-5004.0,0.9317,11.8056,401,False,False,False,OK,
SCA_USDJPY__RangeStartHour__3,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeStartHour,3,{'RangeStartHour': 3},every_tick,17368.0,1.1519,8.3892,429,-6251.0,0.9134,12.9596,391,False,False,False,OK,
SCA_USDJPY__RangeEndHour__7,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeEndHour,7,{'RangeEndHour': 7},every_tick,14925.0,1.0901,13.0083,570,-7646.0,0.9222,12.8202,522,False,False,False,OK,
SCA_USDJPY__RangeEndHour__8,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeEndHour,8,{'RangeEndHour': 8},every_tick,9860.0,1.0658,17.5224,517,-7224.0,0.9173,13.7764,477,False,False,False,OK,
SCA_USDJPY__RangeEndHour__10,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeEndHour,10,{'RangeEndHour': 10},every_tick,7152.0,1.0901,12.3291,312,58.0,1.0013,8.1158,297,True,False,False,OK,
SCA_USDJPY__RangeEndHour__11,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RangeEndHour,11,{'RangeEndHour': 11},every_tick,-1654.0,0.9391,10.9381,123,2589.0,1.1725,3.9439,110,False,False,False,OK,
SCA_USDJPY__TradeEndHour__10,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,TradeEndHour,10,{'TradeEndHour': 10},every_tick,8646.0,1.219,6.3178,154,-8715.0,0.6539,11.1977,128,False,False,False,OK,
SCA_USDJPY__TradeEndHour__12,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,TradeEndHour,12,{'TradeEndHour': 12},every_tick,16913.0,1.141,11.0572,453,-4875.0,0.9324,10.2599,407,False,False,False,OK,
SCA_USDJPY__TradeEndHour__14,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,TradeEndHour,14,{'TradeEndHour': 14},every_tick,21393.0,1.1502,7.9542,557,-6174.0,0.9364,13.0192,534,False,False,False,OK,
SCA_USDJPY__TradeEndHour__16,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,TradeEndHour,16,{'TradeEndHour': 16},every_tick,11245.0,1.0589,14.0317,719,-7997.0,0.9373,15.4387,698,False,False,False,OK,
SCA_USDJPY__TradeEndHour__18,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,TradeEndHour,18,{'TradeEndHour': 18},every_tick,7521.0,1.0331,21.8327,863,-11590.0,0.9239,20.491,868,False,False,False,OK,
SCA_USDJPY__ForceCloseHour__18,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,ForceCloseHour,18,{'ForceCloseHour': 18},every_tick,16927.0,1.1594,8.4631,453,-1714.0,0.9719,7.0156,407,False,False,False,OK,
SCA_USDJPY__ForceCloseHour__20,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,ForceCloseHour,20,{'ForceCloseHour': 20},every_tick,20869.0,1.1827,8.5657,453,-7706.0,0.8904,12.5238,407,False,False,False,OK,
SCA_USDJPY__ForceCloseHour__21,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,ForceCloseHour,21,{'ForceCloseHour': 21},every_tick,16197.0,1.1371,11.2851,453,-4146.0,0.9396,9.3876,407,False,False,False,OK,
SCA_USDJPY__ForceCloseHour__23,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,ForceCloseHour,23,{'ForceCloseHour': 23},every_tick,15375.0,1.1266,9.9377,453,-6028.0,0.9173,11.7678,407,False,False,False,OK,
SCA_USDJPY__MinRange_ATRd__0p1,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MinRange_ATRd,0.1,{'MinRange_ATRd': 0.1},every_tick,19907.0,1.1454,10.3249,531,-10188.0,0.8808,14.3726,488,False,False,False,OK,
SCA_USDJPY__MinRange_ATRd__0p2,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MinRange_ATRd,0.2,{'MinRange_ATRd': 0.2},every_tick,20226.0,1.1505,9.566,522,-9302.0,0.8899,13.5279,483,False,False,False,OK,
SCA_USDJPY__MinRange_ATRd__0p3,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MinRange_ATRd,0.3,{'MinRange_ATRd': 0.3},every_tick,16913.0,1.141,11.0572,453,-4875.0,0.9324,10.2599,407,False,False,False,OK,
SCA_USDJPY__MinRange_ATRd__0p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MinRange_ATRd,0.5,{'MinRange_ATRd': 0.5},every_tick,11343.0,1.2053,4.6371,205,943.0,1.0306,5.253,180,True,False,True,OK,
SCA_USDJPY__MinRange_ATRd__0p6,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MinRange_ATRd,0.6,{'MinRange_ATRd': 0.6},every_tick,16432.0,1.5344,2.402,119,-1162.0,0.9435,3.7531,112,False,False,False,OK,
SCA_USDJPY__MaxRange_ATRd__0p6,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MaxRange_ATRd,0.6,{'MaxRange_ATRd': 0.6},every_tick,481.0,1.0054,14.2212,334,-3713.0,0.928,7.7373,295,False,False,False,OK,
SCA_USDJPY__MaxRange_ATRd__0p8,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MaxRange_ATRd,0.8,{'MaxRange_ATRd': 0.8},every_tick,6088.0,1.0533,13.3635,419,-3293.0,0.9499,9.428,380,False,False,False,OK,
SCA_USDJPY__MaxRange_ATRd__1p2,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MaxRange_ATRd,1.2,{'MaxRange_ATRd': 1.2},every_tick,18218.0,1.1443,13.0176,470,-4162.0,0.9438,9.0696,418,False,False,False,OK,
SCA_USDJPY__MaxRange_ATRd__1p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,MaxRange_ATRd,1.5,{'MaxRange_ATRd': 1.5},every_tick,18822.0,1.1471,12.7163,478,-2382.0,0.9681,7.3706,425,False,False,False,OK,
SCA_USDJPY__Break_Buffer_ATRd__0p01,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Break_Buffer_ATRd,0.01,{'Break_Buffer_ATRd': 0.01},every_tick,17336.0,1.1171,9.5793,549,-137.0,0.9985,11.5338,534,False,False,False,OK,
SCA_USDJPY__Break_Buffer_ATRd__0p025,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Break_Buffer_ATRd,0.025,{'Break_Buffer_ATRd': 0.025},every_tick,19940.0,1.1474,7.1725,511,-5540.0,0.9336,12.9671,476,False,False,False,OK,
SCA_USDJPY__Break_Buffer_ATRd__0p075,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Break_Buffer_ATRd,0.075,{'Break_Buffer_ATRd': 0.075},every_tick,14173.0,1.1379,10.9605,384,2471.0,1.0468,6.947,338,True,False,True,OK,
SCA_USDJPY__Break_Buffer_ATRd__0p1,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Break_Buffer_ATRd,0.1,{'Break_Buffer_ATRd': 0.1},every_tick,18563.0,1.2162,7.7109,328,110.0,1.0024,6.4396,286,True,True,False,OK,
SCA_USDJPY__RR_Ratio__1p0,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RR_Ratio,1.0,{'RR_Ratio': 1.0},every_tick,9695.0,1.0827,10.7412,453,-2542.0,0.9641,9.1302,407,False,False,False,OK,
SCA_USDJPY__RR_Ratio__1p25,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RR_Ratio,1.25,{'RR_Ratio': 1.25},every_tick,12162.0,1.1018,13.0356,453,-3263.0,0.9545,10.3215,407,False,False,False,OK,
SCA_USDJPY__RR_Ratio__1p75,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RR_Ratio,1.75,{'RR_Ratio': 1.75},every_tick,13948.0,1.1162,11.9928,453,-1920.0,0.9732,9.7675,407,False,False,False,OK,
