id,family,overview,rationale,test_method,variation,classification,status,parameter_json,reason,is_net_jpy,is_pf,is_dd_jpy,oos_net_jpy,oos_pf,oos_dd_jpy,effective_lots,run_id,updated_at
GDD26_15,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":18}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":18}","OOS net=35316.63 (0.588x), PF=1.167543 (0.836x), DD=25491.53円/25.49153pt (1.846x); baseline net=60050.52, PF=1.396192, DD=13806.08円",367561.66,1.6622000493783247,32052.719999999972,35316.630000000005,1.1675426968655616,25491.53,0.01|0.02,gdda_oos_gdd26_15_20260815112340_4828aa,2026-08-15T02:24:26+00:00
GDD26_16,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":19}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":19}","OOS net=36567.60 (0.609x), PF=1.171063 (0.839x), DD=23621.09円/23.62109pt (1.711x); baseline net=60050.52, PF=1.396192, DD=13806.08円",373982.49,1.6629220276791767,32052.719999999972,36567.6,1.1710633983756846,23621.09000000001,0.01|0.02,gdda_oos_gdd26_16_20260815112531_bea7e4,2026-08-15T02:26:22+00:00
GDD26_17,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":20}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":20}","OOS net=37129.04 (0.618x), PF=1.172830 (0.840x), DD=23433.66円/23.43366pt (1.697x); baseline net=60050.52, PF=1.396192, DD=13806.08円",366412.99,1.6357472370396529,37432.75999999995,37129.04,1.1728303883989781,23433.660000000003,0.01|0.02,gdda_oos_gdd26_17_20260815112727_cc8d69,2026-08-15T02:28:13+00:00
GDD26_18,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":21}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":21}","OOS net=37129.04 (0.618x), PF=1.172830 (0.840x), DD=23433.66円/23.43366pt (1.697x); baseline net=60050.52, PF=1.396192, DD=13806.08円",366412.99,1.6357472370396529,37432.75999999995,37129.04,1.1728303883989781,23433.660000000003,0.01|0.02,gdda_oos_gdd26_18_20260815112918_4a9385,2026-08-15T02:30:04+00:00
GDD26_19,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":22}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":22}","OOS net=37129.04 (0.618x), PF=1.172830 (0.840x), DD=23433.66円/23.43366pt (1.697x); baseline net=60050.52, PF=1.396192, DD=13806.08円",366412.99,1.6357472370396529,37432.75999999995,37129.04,1.1728303883989781,23433.660000000003,0.01|0.02,gdda_oos_gdd26_19_20260815113110_648693,2026-08-15T02:32:00+00:00
GDD26_20,sca_trade_end,SCA新規終了時刻を前倒し,NY前後の質の低い追随を除く,終了時刻input実測,"{""GoldDDSCATradeEnd"":23}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCATradeEnd"":23}","OOS net=37129.04 (0.618x), PF=1.172830 (0.840x), DD=23433.66円/23.43366pt (1.697x); baseline net=60050.52, PF=1.396192, DD=13806.08円",366412.99,1.6357472370396529,37432.75999999995,37129.04,1.1728303883989781,23433.660000000003,0.01|0.02,gdda_oos_gdd26_20_20260815113306_8c27eb,2026-08-15T02:33:51+00:00
GDD27_01,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":4}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":4}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_01_20260815113457_520252,2026-08-15T02:35:42+00:00
GDD27_02,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":5}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":5}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_02_20260815113648_0d4e4c,2026-08-15T02:37:33+00:00
GDD27_03,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":6}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":6}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_03_20260815113839_6da1ec,2026-08-15T02:39:24+00:00
GDD27_04,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":7}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":7}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_04_20260815114030_0a8e1d,2026-08-15T02:41:15+00:00
GDD27_05,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":8}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":8}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_05_20260815114221_10cb4e,2026-08-15T02:43:06+00:00
GDD27_06,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":9}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":9}","OOS net=8451.64 (0.141x), PF=1.180140 (0.845x), DD=12524.92円/12.52492pt (0.907x); baseline net=60050.52, PF=1.396192, DD=13806.08円",157458.86,2.0088237155888415,20607.370000000024,8451.640000000001,1.1801399405078066,12524.920000000027,0.01,gdda_oos_gdd27_06_20260815114412_41826e,2026-08-15T02:44:57+00:00
GDD27_07,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":10}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":10}","OOS net=4016.17 (0.067x), PF=1.074340 (0.769x), DD=13838.09円/13.83809pt (1.002x); baseline net=60050.52, PF=1.396192, DD=13806.08円",156189.94,1.9301273909967276,21806.26999999999,4016.1700000000005,1.074340189333634,13838.090000000011,0.01|0.02,gdda_oos_gdd27_07_20260815114603_87d618,2026-08-15T02:46:48+00:00
GDD27_08,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":11}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":11}","OOS net=-397.68 (-0.007x), PF=0.994018 (0.712x), DD=16732.61円/16.73261pt (1.212x); baseline net=60050.52, PF=1.396192, DD=13806.08円",160314.54,1.8159937992131845,24462.109999999986,-397.6799999999996,0.9940175853025873,16732.61000000006,0.01|0.02,gdda_oos_gdd27_08_20260815114749_427b4b,2026-08-15T02:48:34+00:00
GDD27_09,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":12}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":12}","IS net=148261.53 (0.448x), PF=1.646244 (0.879x), DD=27181.38円/27.18138pt (0.848x); baseline net=331176.79, PF=1.871883, DD=32052.72円",148261.53,1.6462435725559148,27181.380000000034,,,,0.01|0.02,gdda_is_gdd27_09_20260815114834_44d7ab,2026-08-15T02:49:35+00:00
GDD27_10,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":13}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":13}","IS net=160828.71 (0.486x), PF=1.651727 (0.882x), DD=28458.24円/28.45824pt (0.888x); baseline net=331176.79, PF=1.871883, DD=32052.72円",160828.71,1.6517271251791321,28458.24000000005,,,,0.01|0.02,gdda_is_gdd27_10_20260815114935_157d1f,2026-08-15T02:50:35+00:00
GDD27_11,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":14}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":14}","IS net=171796.85 (0.519x), PF=1.632568 (0.872x), DD=31961.86円/31.96186pt (0.997x); baseline net=331176.79, PF=1.871883, DD=32052.72円",171796.85,1.632568127879195,31961.860000000015,,,,0.01|0.02,gdda_is_gdd27_11_20260815115035_cb7ecc,2026-08-15T02:51:36+00:00
GDD27_12,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":15}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":15}","IS net=207033.84 (0.625x), PF=1.721119 (0.919x), DD=36286.63円/36.28663pt (1.132x); baseline net=331176.79, PF=1.871883, DD=32052.72円",207033.84,1.721119420741083,36286.630000000034,,,,0.01|0.02,gdda_is_gdd27_12_20260815115136_77662b,2026-08-15T02:52:41+00:00
GDD27_13,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":16}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":16}","IS net=229646.07 (0.693x), PF=1.724830 (0.921x), DD=32753.89円/32.75389pt (1.022x); baseline net=331176.79, PF=1.871883, DD=32052.72円",229646.06999999998,1.724829681047704,32753.890000000043,,,,0.01|0.02,gdda_is_gdd27_13_20260815115241_61a318,2026-08-15T02:53:47+00:00
GDD27_14,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":17}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":17}","OOS net=42664.08 (0.710x), PF=1.291729 (0.925x), DD=18816.00円/18.81600pt (1.363x); baseline net=60050.52, PF=1.396192, DD=13806.08円",267059.12,1.776890963811383,30768.590000000026,42664.08,1.2917290417754193,18816.0,0.01|0.02,gdda_oos_gdd27_14_20260815115452_9d7451,2026-08-15T02:55:38+00:00
GDD27_15,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":18}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":18}","OOS net=53263.08 (0.887x), PF=1.354638 (0.970x), DD=19283.01円/19.28301pt (1.397x); baseline net=60050.52, PF=1.396192, DD=13806.08円",293604.95,1.8014117219064139,29680.469999999972,53263.08,1.354638015489581,19283.00999999998,0.01|0.02,gdda_oos_gdd27_15_20260815115643_7a54fa,2026-08-15T02:57:29+00:00
GDD27_16,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":19}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":19}","OOS net=61835.86 (1.030x), PF=1.412195 (1.011x), DD=15772.80円/15.77280pt (1.142x); baseline net=60050.52, PF=1.396192, DD=13806.08円",325348.89,1.8788232215735237,32052.719999999972,61835.86,1.4121954289105925,15772.800000000061,0.01|0.02,gdda_oos_gdd27_16_20260815115834_f027a0,2026-08-15T02:59:20+00:00
GDD27_17,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":20}",(2)軽微なコード変更,IS_REJECT,"{""GoldDDSCAForceClose"":20}","IS net=331176.79 (1.000x), PF=1.871883 (1.000x), DD=32052.72円/32.05272pt (1.000x); baseline net=331176.79, PF=1.871883, DD=32052.72円",331176.79,1.8718825447675405,32052.719999999972,,,,0.01|0.02,gdda_is_gdd27_17_20260815115920_f623e7,2026-08-15T03:00:25+00:00
GDD27_18,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":21}",(2)軽微なコード変更,OOS_PASS,"{""GoldDDSCAForceClose"":21}","OOS net=53825.75 (0.896x), PF=1.343395 (0.962x), DD=13701.37円/13.70137pt (0.992x); baseline net=60050.52, PF=1.396192, DD=13806.08円",318306.94,1.7998248414249276,32052.719999999972,53825.75,1.343394881130247,13701.36999999998,0.01|0.02|0.05,gdda_xm5_gdd27_18_20260815120216_f77a8b,2026-08-15T03:10:37+00:00
GDD27_19,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":22}",(2)軽微なコード変更,OOS_PASS,"{""GoldDDSCAForceClose"":22}","OOS net=51419.17 (0.856x), PF=1.319994 (0.945x), DD=12914.04円/12.91404pt (0.935x); baseline net=60050.52, PF=1.396192, DD=13806.08円",317978.73,1.7732951410227198,32052.719999999972,51419.17,1.3199936995944999,12914.040000000066,0.01|0.02|0.05,gdda_xm5_gdd27_19_20260815121836_351a8b,2026-08-15T03:26:57+00:00
GDD27_20,sca_force_close,SCA強制決済時刻を変更,保有時間と夕刻反転リスクを制御,決済時刻input実測,"{""GoldDDSCAForceClose"":23}",(2)軽微なコード変更,OOS_REJECT,"{""GoldDDSCAForceClose"":23}","OOS net=41495.23 (0.691x), PF=1.237135 (0.886x), DD=21922.27円/21.92227pt (1.588x); baseline net=60050.52, PF=1.396192, DD=13806.08円",336764.6,1.769424112105362,32052.719999999972,41495.23,1.2371346114205615,21922.270000000062,0.01|0.02,gdda_oos_gdd27_20_20260815123325_edbe3b,2026-08-15T03:34:11+00:00
GDD28_01,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":0}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":0}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_01_20260815123411_371adf,2026-08-15T03:34:11+00:00
GDD28_02,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":1}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":1}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_02_20260815123411_6deff0,2026-08-15T03:34:11+00:00
GDD28_03,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":2}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":2}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_03_20260815123411_bed711,2026-08-15T03:34:11+00:00
GDD28_04,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":3}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":3}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_04_20260815123411_f0444c,2026-08-15T03:34:11+00:00
GDD28_05,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":4}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":4}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_05_20260815123411_9b62fd,2026-08-15T03:34:11+00:00
GDD28_06,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":5}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":5}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_06_20260815123411_c7e117,2026-08-15T03:34:11+00:00
GDD28_07,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":6}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":6}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_07_20260815123411_701a4c,2026-08-15T03:34:11+00:00
GDD28_08,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":7}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":7}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_08_20260815123411_93fc12,2026-08-15T03:34:11+00:00
GDD28_09,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":8}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":8}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_09_20260815123411_bd2837,2026-08-15T03:34:11+00:00
GDD28_10,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":9}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":9}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_10_20260815123411_91680a,2026-08-15T03:34:11+00:00
GDD28_11,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":10}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":10}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_11_20260815123411_02f402,2026-08-15T03:34:11+00:00
GDD28_12,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":11}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":11}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_12_20260815123411_f35d70,2026-08-15T03:34:11+00:00
GDD28_13,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":12}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":12}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_13_20260815123411_721206,2026-08-15T03:34:11+00:00
GDD28_14,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":13}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":13}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_14_20260815123411_2d15aa,2026-08-15T03:34:11+00:00
GDD28_15,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":14}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":14}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_15_20260815123411_496358,2026-08-15T03:34:11+00:00
GDD28_16,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":15}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":15}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_16_20260815123411_2375c9,2026-08-15T03:34:11+00:00
GDD28_17,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":16}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":16}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_17_20260815123411_2f7e00,2026-08-15T03:34:11+00:00
GDD28_18,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":17}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":17}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_18_20260815123411_3dd4a7,2026-08-15T03:34:11+00:00
GDD28_19,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":18}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":18}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_19_20260815123411_31580e,2026-08-15T03:34:11+00:00
GDD28_20,sca_range_start,SCAレンジ開始時刻を変更,薄商いノイズの混入を調整,開始時刻input実測,"{""GoldLabSCARangeStart"":19}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeStart"":19}",family has no verified SIMVERIFY activation: sca_range_start,,,,,,,,gdda_is_gdd28_20_20260815123411_ae450c,2026-08-15T03:34:11+00:00
GDD29_01,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":4}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":4}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_01_20260815123411_46ed5b,2026-08-15T03:34:11+00:00
GDD29_02,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":5}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":5}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_02_20260815123411_04f299,2026-08-15T03:34:11+00:00
GDD29_03,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":6}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":6}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_03_20260815123411_d32d10,2026-08-15T03:34:11+00:00
GDD29_04,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":7}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":7}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_04_20260815123411_2d2c45,2026-08-15T03:34:11+00:00
GDD29_05,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":8}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":8}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_05_20260815123411_8d079b,2026-08-15T03:34:11+00:00
GDD29_06,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":9}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":9}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_06_20260815123411_865c3e,2026-08-15T03:34:11+00:00
GDD29_07,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":10}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":10}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_07_20260815123411_ddc9b0,2026-08-15T03:34:11+00:00
GDD29_08,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":11}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":11}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_08_20260815123411_683702,2026-08-15T03:34:11+00:00
GDD29_09,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":12}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":12}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_09_20260815123411_5fdb71,2026-08-15T03:34:11+00:00
GDD29_10,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":13}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":13}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_10_20260815123411_053261,2026-08-15T03:34:11+00:00
GDD29_11,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":14}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":14}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_11_20260815123411_8937d6,2026-08-15T03:34:11+00:00
GDD29_12,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":15}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":15}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_12_20260815123411_e4499e,2026-08-15T03:34:11+00:00
GDD29_13,sca_range_end,SCAレンジ終了時刻を変更,欧州前レンジ定義を調整,終了時刻input実測,"{""GoldLabSCARangeEnd"":16}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabSCARangeEnd"":16}",family has no verified SIMVERIFY activation: sca_range_end,,,,,,,,gdda_is_gdd29_13_20260815123411_ab989d,2026-08-15T03:34:11+00:00
