id,family,base,symbol,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,verdict,note
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.0_ATR_RR_Ratio-2.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.0, 'ATR_RR_Ratio': 2.0}",open_prices,-6656.0,0.8459,8.9176,286,-4604.0,0.8632,7.4357,303,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.0_ATR_RR_Ratio-2.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.0, 'ATR_RR_Ratio': 2.5}",open_prices,-1352.0,0.9695,6.1491,286,-3512.0,0.8994,7.1898,302,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.0_ATR_RR_Ratio-3.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.0, 'ATR_RR_Ratio': 3.0}",open_prices,1545.0,1.0337,5.5937,286,-7029.0,0.8123,10.2571,302,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.5_ATR_RR_Ratio-1.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.5, 'ATR_RR_Ratio': 1.5}",open_prices,-775.0,0.9857,5.0157,285,-1323.0,0.9692,8.0576,301,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.5_ATR_RR_Ratio-2.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.5, 'ATR_RR_Ratio': 2.0}",open_prices,3671.0,1.0626,5.1284,285,-1281.0,0.9729,10.6477,301,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.5_ATR_RR_Ratio-2.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.5, 'ATR_RR_Ratio': 2.5}",open_prices,8544.0,1.139,6.034,284,162.0,1.0032,10.4689,300,PASS,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.5_ATR_RR_Ratio-3.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.5, 'ATR_RR_Ratio': 3.0}",open_prices,10462.0,1.1631,7.676,283,667.0,1.013,10.3609,297,PASS,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.0_ATR_RR_Ratio-1.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.0, 'ATR_RR_Ratio': 1.5}",open_prices,-535.0,0.9924,8.2868,285,3315.0,1.0628,7.4245,300,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.0_ATR_RR_Ratio-2.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.0, 'ATR_RR_Ratio': 2.0}",open_prices,2741.0,1.036,10.2357,284,3694.0,1.0639,9.2212,295,PASS,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.0_ATR_RR_Ratio-2.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.0, 'ATR_RR_Ratio': 2.5}",open_prices,-5380.0,0.9344,17.9918,280,6386.0,1.107,9.9627,293,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.0_ATR_RR_Ratio-3.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.0, 'ATR_RR_Ratio': 3.0}",open_prices,-2405.0,0.9715,19.0547,277,5655.0,1.0913,8.3653,290,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.5_ATR_RR_Ratio-1.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.5, 'ATR_RR_Ratio': 1.5}",open_prices,-1703.0,0.9799,11.5724,282,3472.0,1.055,8.5222,294,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.5_ATR_RR_Ratio-2.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.5, 'ATR_RR_Ratio': 2.0}",open_prices,-11196.0,0.8796,19.6125,276,2778.0,1.0408,12.0736,290,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.5_ATR_RR_Ratio-2.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.5, 'ATR_RR_Ratio': 2.5}",open_prices,-6004.0,0.9367,20.2693,272,148.0,1.0021,9.9425,287,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-2.5_ATR_RR_Ratio-3.0,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 2.5, 'ATR_RR_Ratio': 3.0}",open_prices,-11474.0,0.8839,21.3663,271,-666.0,0.9909,9.4121,286,reject,
F16_hold0_be0,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 0, 'UseBreakevenATR': False, 'BE_Trigger_ATR': 1.0}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F16_hold0_be0.75,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 0, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 0.75}",open_prices,7721.0,1.4174,5.752,91,3387.0,1.1956,2.776,104,PASS,
F16_hold0_be1,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 0, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.0}",open_prices,8427.0,1.4209,6.248,90,3109.0,1.167,2.5435,99,PASS,
F16_hold0_be1.5,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 0, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.5}",open_prices,5854.0,1.247,6.838,87,6344.0,1.3248,2.7819,96,PASS,
F16_hold12_be0,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 12, 'UseBreakevenATR': False, 'BE_Trigger_ATR': 1.0}",open_prices,4834.0,1.2027,6.5369,86,3030.0,1.1365,3.9732,98,PASS,
F16_hold12_be0.75,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 12, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 0.75}",open_prices,7540.0,1.4108,5.5747,91,2782.0,1.1668,2.8608,105,PASS,
F16_hold12_be1,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 12, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.0}",open_prices,7351.0,1.3742,5.8352,90,2302.0,1.1221,2.4329,103,PASS,
F16_hold12_be1.5,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 12, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.5}",open_prices,4957.0,1.217,5.8062,88,3036.0,1.1502,2.646,101,PASS,
F16_hold24_be0,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 24, 'UseBreakevenATR': False, 'BE_Trigger_ATR': 1.0}",open_prices,-1084.0,0.9632,10.279,85,6974.0,1.318,5.4072,92,reject,
F16_hold24_be0.75,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 24, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 0.75}",open_prices,7721.0,1.4174,5.752,91,2609.0,1.1525,2.7965,104,PASS,
F16_hold24_be1,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 24, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.0}",open_prices,7115.0,1.3523,6.248,90,2295.0,1.1247,2.5632,99,PASS,
F16_hold24_be1.5,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 24, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.5}",open_prices,4542.0,1.1903,6.838,87,5445.0,1.2912,2.646,96,PASS,
F16_hold48_be0,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 48, 'UseBreakevenATR': False, 'BE_Trigger_ATR': 1.0}",open_prices,-1106.0,0.9627,10.279,85,4207.0,1.1535,6.3333,91,reject,
F16_hold48_be0.75,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 48, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 0.75}",open_prices,7721.0,1.4174,5.752,91,2535.0,1.1464,2.7984,104,PASS,
F16_hold48_be1,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 48, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.0}",open_prices,7482.0,1.3737,6.248,90,2257.0,1.1212,2.5641,99,PASS,
F16_hold48_be1.5,16,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'MaxHoldBars': 48, 'UseBreakevenATR': True, 'BE_Trigger_ATR': 1.5}",open_prices,4909.0,1.2072,6.838,87,5492.0,1.2812,2.8037,96,PASS,
F17_win0-8_min0.2,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 8, 'MinRange_ATRd': 0.2}",every_tick,9335.0,1.0213,25.4817,947,-37643.0,0.9119,52.2562,1016,reject,
F17_win0-8_min0.25,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 8, 'MinRange_ATRd': 0.25}",every_tick,21767.0,1.0544,22.8518,865,-35661.0,0.9037,50.1528,883,reject,
F17_win0-8_min0.3,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 8, 'MinRange_ATRd': 0.3}",every_tick,27875.0,1.0833,23.1147,735,-340.0,0.9988,27.068,692,reject,
F17_win0-8_min0.35,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 8, 'MinRange_ATRd': 0.35}",every_tick,16941.0,1.0606,25.6048,594,17524.0,1.0861,21.1526,512,PASS,
F17_win0-9_min0.2,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 9, 'MinRange_ATRd': 0.2}",every_tick,8193.0,1.0213,28.2965,856,-18958.0,0.95,35.2795,922,reject,
F17_win0-9_min0.25,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 9, 'MinRange_ATRd': 0.25}",every_tick,31138.0,1.0902,23.529,795,-7860.0,0.9763,30.1046,824,reject,
F17_win0-9_min0.3,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 9, 'MinRange_ATRd': 0.3}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F17_win0-9_min0.35,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 0, 'RangeEndHour': 9, 'MinRange_ATRd': 0.35}",every_tick,27229.0,1.1097,22.6066,563,33913.0,1.1864,12.709,497,PASS,
F17_win1-8_min0.2,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 8, 'MinRange_ATRd': 0.2}",every_tick,-731.0,0.9984,34.391,956,19912.0,1.0489,25.7304,1003,reject,
F17_win1-8_min0.25,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 8, 'MinRange_ATRd': 0.25}",every_tick,10999.0,1.0273,31.3701,833,28816.0,1.086,21.612,824,PASS,
F17_win1-8_min0.3,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 8, 'MinRange_ATRd': 0.3}",every_tick,12022.0,1.0369,29.7107,681,51191.0,1.2117,22.2244,619,PASS,
F17_win1-8_min0.35,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 8, 'MinRange_ATRd': 0.35}",every_tick,6062.0,1.0236,29.8762,540,30837.0,1.1736,19.7537,446,PASS,
F17_win1-9_min0.2,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 9, 'MinRange_ATRd': 0.2}",every_tick,7140.0,1.0177,35.2102,875,12122.0,1.0323,21.6819,942,PASS,
F17_win1-9_min0.25,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 9, 'MinRange_ATRd': 0.25}",every_tick,25375.0,1.0711,29.8554,781,20400.0,1.0653,17.8673,793,PASS,
F17_win1-9_min0.3,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 9, 'MinRange_ATRd': 0.3}",every_tick,17008.0,1.0572,34.5317,652,35847.0,1.1566,18.3059,607,PASS,
F17_win1-9_min0.35,17,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'RangeStartHour': 1, 'RangeEndHour': 9, 'MinRange_ATRd': 0.35}",every_tick,3881.0,1.0162,31.6184,515,25390.0,1.1566,13.5644,436,PASS,
F18_MaxRange_ATRd-0.75_TradeEndHour-11,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 0.75, 'TradeEndHour': 11}",every_tick,-1926.0,0.9909,27.1647,498,-7743.0,0.9574,24.2281,498,reject,
F18_MaxRange_ATRd-0.75_TradeEndHour-12,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 0.75, 'TradeEndHour': 12}",every_tick,30901.0,1.1164,29.9014,622,17213.0,1.0719,18.1045,628,PASS,
F18_MaxRange_ATRd-0.75_TradeEndHour-13,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 0.75, 'TradeEndHour': 13}",every_tick,52941.0,1.1822,24.3132,693,7296.0,1.0253,25.172,718,PASS,
F18_MaxRange_ATRd-0.75_TradeEndHour-15,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 0.75, 'TradeEndHour': 15}",every_tick,35678.0,1.1004,29.1254,803,4795.0,1.0139,19.6025,838,PASS,
F18_MaxRange_ATRd-1.0_TradeEndHour-11,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.0, 'TradeEndHour': 11}",every_tick,8936.0,1.039,18.9778,553,2868.0,1.0153,21.8098,520,PASS,
F18_MaxRange_ATRd-1.0_TradeEndHour-12,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.0, 'TradeEndHour': 12}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F18_MaxRange_ATRd-1.0_TradeEndHour-13,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.0, 'TradeEndHour': 13}",every_tick,63461.0,1.2005,17.9958,761,15648.0,1.0518,23.966,754,PASS,
F18_MaxRange_ATRd-1.0_TradeEndHour-15,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.0, 'TradeEndHour': 15}",every_tick,48826.0,1.1278,21.4328,876,10204.0,1.0282,16.7671,880,PASS,
F18_MaxRange_ATRd-1.25_TradeEndHour-11,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.25, 'TradeEndHour': 11}",every_tick,10185.0,1.0425,18.0625,569,7522.0,1.0397,20.1498,531,PASS,
F18_MaxRange_ATRd-1.25_TradeEndHour-12,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.25, 'TradeEndHour': 12}",every_tick,32689.0,1.1066,23.813,705,28105.0,1.1112,14.5936,669,PASS,
F18_MaxRange_ATRd-1.25_TradeEndHour-13,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.25, 'TradeEndHour': 13}",every_tick,59115.0,1.1763,18.4777,786,19822.0,1.0651,21.243,766,PASS,
F18_MaxRange_ATRd-1.25_TradeEndHour-15,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.25, 'TradeEndHour': 15}",every_tick,44060.0,1.1098,22.4213,902,14378.0,1.0395,16.2024,892,PASS,
F18_MaxRange_ATRd-1.5_TradeEndHour-11,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.5, 'TradeEndHour': 11}",every_tick,9439.0,1.039,19.2,576,6956.0,1.0364,20.7626,535,PASS,
F18_MaxRange_ATRd-1.5_TradeEndHour-12,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.5, 'TradeEndHour': 12}",every_tick,30972.0,1.1,24.8063,713,27539.0,1.1083,13.8896,673,PASS,
F18_MaxRange_ATRd-1.5_TradeEndHour-13,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.5, 'TradeEndHour': 13}",every_tick,57398.0,1.1695,19.3539,794,19256.0,1.0629,20.5845,770,PASS,
F18_MaxRange_ATRd-1.5_TradeEndHour-15,18,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'MaxRange_ATRd': 1.5, 'TradeEndHour': 15}",every_tick,42868.0,1.106,23.1245,911,11931.0,1.0324,17.3932,897,PASS,
F19_Break_Buffer_ATRd-0_RangeMode-0,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0, 'RangeMode': 0}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F19_Break_Buffer_ATRd-0_RangeMode-1,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0, 'RangeMode': 1}",every_tick,13037.0,1.0457,26.6306,634,18994.0,1.0939,15.71,537,PASS,
F19_Break_Buffer_ATRd-0_RangeMode-2,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0, 'RangeMode': 2}",every_tick,17508.0,1.0623,28.5349,615,19262.0,1.0978,17.9112,518,PASS,
F19_Break_Buffer_ATRd-0_RangeMode-3,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0, 'RangeMode': 3}",every_tick,20659.0,1.0813,16.2601,550,6016.0,1.0375,17.0449,423,PASS,
F19_Break_Buffer_ATRd-0.01_RangeMode-0,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.01, 'RangeMode': 0}",every_tick,23664.0,1.0853,25.6077,661,16328.0,1.0668,19.6203,634,PASS,
F19_Break_Buffer_ATRd-0.01_RangeMode-1,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.01, 'RangeMode': 1}",every_tick,15369.0,1.0567,25.4513,611,21315.0,1.1077,16.0569,524,PASS,
F19_Break_Buffer_ATRd-0.01_RangeMode-2,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.01, 'RangeMode': 2}",every_tick,18333.0,1.0688,27.6749,591,21432.0,1.111,17.0032,506,PASS,
F19_Break_Buffer_ATRd-0.01_RangeMode-3,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.01, 'RangeMode': 3}",every_tick,9375.0,1.0367,20.2587,542,5444.0,1.0346,18.4275,409,PASS,
F19_Break_Buffer_ATRd-0.02_RangeMode-0,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.02, 'RangeMode': 0}",every_tick,27498.0,1.1055,19.7156,632,15828.0,1.0679,17.6628,602,PASS,
F19_Break_Buffer_ATRd-0.02_RangeMode-1,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.02, 'RangeMode': 1}",every_tick,20315.0,1.0798,23.9848,585,26673.0,1.1417,15.0359,502,PASS,
F19_Break_Buffer_ATRd-0.04_RangeMode-2,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.04, 'RangeMode': 2}",every_tick,23209.0,1.1039,21.3232,511,11525.0,1.0655,20.9139,450,PASS,
F19_Break_Buffer_ATRd-0.04_RangeMode-3,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.04, 'RangeMode': 3}",every_tick,16194.0,1.0724,19.5315,481,-27.0,0.9998,23.2064,364,reject,
F21_boost1.5_mode0_sl0.5,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 1.5, 'SL_Mode': 0, 'SL_ATRd_Mult': 0.5}",every_tick,15863.0,1.0791,17.595,684,-1197.0,0.9932,12.922,658,reject,
F21_boost1.5_mode0_sl1,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 1.5, 'SL_Mode': 0, 'SL_ATRd_Mult': 1.0}",every_tick,15863.0,1.0791,17.595,684,-1197.0,0.9932,12.922,658,reject,
F21_boost1.5_mode1_sl0.4,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 1.5, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.4}",every_tick,7253.0,1.0383,17.8455,684,1153.0,1.007,12.8355,658,PASS,
F21_boost1.5_mode1_sl0.6,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 1.5, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.6}",every_tick,21978.0,1.1124,14.2984,684,-8879.0,0.9535,18.263,658,reject,
F21_boost2_mode0_sl0.5,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 2, 'SL_Mode': 0, 'SL_ATRd_Mult': 0.5}",every_tick,27445.0,1.1121,20.8691,684,11127.0,1.0522,15.2727,658,PASS,
F21_boost2_mode0_sl1,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 2, 'SL_Mode': 0, 'SL_ATRd_Mult': 1.0}",every_tick,27445.0,1.1121,20.8691,684,11127.0,1.0522,15.2727,658,PASS,
F21_boost2_mode1_sl0.4,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 2, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.4}",every_tick,14825.0,1.0641,21.4171,684,12626.0,1.0627,15.8852,658,PASS,
F21_boost2_mode1_sl0.6,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 2, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.6}",every_tick,35596.0,1.151,16.8324,684,185.0,1.0008,18.3926,658,PASS,
F21_boost3_mode0_sl0.5,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 3, 'SL_Mode': 0, 'SL_ATRd_Mult': 0.5}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F21_boost3_mode0_sl1,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 3, 'SL_Mode': 0, 'SL_ATRd_Mult': 1.0}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F21_boost3_mode1_sl0.4,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 3, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.4}",every_tick,22397.0,1.0819,24.8138,684,24099.0,1.1014,18.7573,658,PASS,
F21_boost3_mode1_sl0.6,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 3, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.6}",every_tick,49214.0,1.1783,18.7876,684,9249.0,1.0332,20.8823,658,PASS,
F21_boost4_mode0_sl0.5,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 4, 'SL_Mode': 0, 'SL_ATRd_Mult': 0.5}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,
F21_boost4_mode0_sl1,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 4, 'SL_Mode': 0, 'SL_ATRd_Mult': 1.0}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,
F21_boost4_mode1_sl0.4,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 4, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.4}",every_tick,29969.0,1.095,27.5699,684,35572.0,1.1298,21.6149,658,PASS,
F21_boost4_mode1_sl0.6,21,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'UseReversalBoost': True, 'Boost_Mult': 4, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.6}",every_tick,62832.0,1.1986,20.3421,684,18313.0,1.0568,23.1548,658,PASS,
F22_wick0_buf0_opp0_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0}",every_tick,39027.0,1.1351,24.0065,684,23451.0,1.0936,17.3702,658,PASS,
F22_wick0_buf0_opp0_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0.005}",every_tick,25830.0,1.0916,25.5203,670,16653.0,1.0672,19.0808,646,PASS,
F22_wick0_buf0_opp1_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0}",every_tick,3846.0,1.107,9.5287,43,25240.0,2.2089,4.4258,48,PASS,
F22_wick0_buf0_opp1_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0.005}",every_tick,726.0,1.0202,9.622,42,21828.0,2.1277,5.7261,44,PASS,
F22_wick0_buf0.02_opp0_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0}",every_tick,27498.0,1.1055,19.7156,632,15828.0,1.0679,17.6628,602,PASS,
F22_wick0_buf0.02_opp0_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0.005}",every_tick,23299.0,1.0909,20.5052,616,11929.0,1.052,17.6394,586,PASS,
