id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX0587,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=8; OafxGJTradeEnd=11,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 8, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 11, ""OafxLabMode"": 6}",
OAFX0588,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=8; OafxGJTradeEnd=12,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 8, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 12, ""OafxLabMode"": 6}",
OAFX0589,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=9; OafxGJTradeEnd=10,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 9, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 10, ""OafxLabMode"": 6}",
OAFX0590,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=9; OafxGJTradeEnd=11,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 9, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 11, ""OafxLabMode"": 6}",
OAFX0591,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=9; OafxGJTradeEnd=12,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 9, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 12, ""OafxLabMode"": 6}",
OAFX0592,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=9; OafxGJTradeEnd=13,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 9, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 13, ""OafxLabMode"": 6}",
OAFX0593,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=10; OafxGJTradeEnd=11,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 10, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 11, ""OafxLabMode"": 6}",
OAFX0594,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=10; OafxGJTradeEnd=12,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 10, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 12, ""OafxLabMode"": 6}",
OAFX0595,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=10; OafxGJTradeEnd=13,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 10, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 13, ""OafxLabMode"": 6}",
OAFX0596,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=10; OafxGJTradeEnd=14,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 10, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 14, ""OafxLabMode"": 6}",
OAFX0597,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=11; OafxGJTradeEnd=12,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 11, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 12, ""OafxLabMode"": 6}",
OAFX0598,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=11; OafxGJTradeEnd=13,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 11, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 13, ""OafxLabMode"": 6}",
OAFX0599,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=11; OafxGJTradeEnd=14,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 11, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 14, ""OafxLabMode"": 6}",
OAFX0600,sca_gj_session_shape,SCA GBPJPYのレンジ開始・終了・発注窓長を再定義,時刻丸ごとの除外ではなくレンジ形成とブレイク観測窓を変える,曜日を使わずサーバ時刻の連続セッション定義をEAで実測,OafxGJRangeStart=4; OafxGJRangeEnd=11; OafxGJTradeEnd=15,2軽微なコード変更,UNTESTED,"{""OafxGJRangeEnd"": 11, ""OafxGJRangeStart"": 4, ""OafxGJTradeEnd"": 15, ""OafxLabMode"": 6}",
OAFX0601,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=14; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0602,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=14; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0603,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=16; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0604,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=16; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0605,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=18; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0606,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=18; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0607,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=20; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0608,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=20; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0609,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=22; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0610,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.2; OafxGJForceClose=22; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.2, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0611,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=14; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0612,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=14; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0613,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=16; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0614,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=16; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0615,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=18; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0616,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=18; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0617,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=20; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0618,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=20; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0619,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=22; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0620,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.4; OafxGJForceClose=22; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.4, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0621,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=14; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0622,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=14; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0623,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=16; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0624,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=16; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0625,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=18; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0626,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=18; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0627,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=20; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0628,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=20; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0629,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=22; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0630,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.6; OafxGJForceClose=22; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.6, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0631,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=14; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0632,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=14; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0633,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=16; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0634,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=16; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 16, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0635,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=18; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0636,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=18; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 18, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0637,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=20; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0638,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=20; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 20, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0639,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=22; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0640,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=1.8; OafxGJForceClose=22; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 22, ""OafxGJRR"": 1.8, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
OAFX0641,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=2.1; OafxGJForceClose=14; OafxGJSLRangeFraction=0.6,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 2.1, ""OafxGJSLRangeFraction"": 0.6, ""OafxLabMode"": 7}",
OAFX0642,sca_gj_exit_risk,SCA GBPJPYのRR・強制決済時刻・初期SL幅を同時調整,主因枠の損失額を実際のSLと保有期限で抑え、利益毀損を比較する,レンジ幅に対するSL比率とTP、強制決済を注文時に実装して実測,OafxGJRR=2.1; OafxGJForceClose=14; OafxGJSLRangeFraction=0.8,2軽微なコード変更,UNTESTED,"{""OafxGJForceClose"": 14, ""OafxGJRR"": 2.1, ""OafxGJSLRangeFraction"": 0.8, ""OafxLabMode"": 7}",
