id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX1537,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.7; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.7}",
OAFX1538,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.7; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.7}",
OAFX1539,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.7; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.7}",
OAFX1540,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.7; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.7}",
OAFX1541,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1542,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1543,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.3, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1544,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.4, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1545,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.5, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1546,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.6,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.6, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1547,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1548,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1549,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1550,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=0.8; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 0.8}",
OAFX1551,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1552,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1553,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.3, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1554,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.4, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1555,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.5, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1556,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.6,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.6, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1557,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1558,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1559,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1560,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.0; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.0}",
OAFX1561,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1562,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1563,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.3, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1564,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.4, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1565,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.5, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1566,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.6,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.6, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1567,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1568,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1569,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1570,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.2; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.2}",
OAFX1571,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1572,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1573,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.3, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1574,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.4, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1575,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.5, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1576,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.6,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.6, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1577,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1578,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1579,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1580,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.5; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.5}",
OAFX1581,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1582,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1583,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.3, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1584,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.4, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1585,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.5, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1586,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.6,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.6, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1587,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.7,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.7, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1588,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.8, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1589,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=0.9,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.9, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1590,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=1.8; Oafx2GivebackFraction=1.0,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 1.0, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 1.8}",
OAFX1591,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=2.0; Oafx2GivebackFraction=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.1, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 2.0}",
OAFX1592,gj_profit_giveback_exit,SCA GBPJPYの含み益ピーク到達後、指定割合を失った時点で成行決済,利益化した建玉の全損反転を防ぎつつ、発動前の通常変動と全エントリーを維持する,建玉別の最大含み益RをEA内で保持し、最小ピークR到達後のギブバック率で決済,Oafx2PeakMinR=2.0; Oafx2GivebackFraction=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2GivebackFraction"": 0.2, ""Oafx2LabMode"": 106, ""Oafx2PeakMinR"": 2.0}",
