id,family,template,symbol,period,params,priority,lot,note
M314,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M315,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M316,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M317,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M318,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M319,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M320,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M321,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M322,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M323,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M324,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M325,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）
M326,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M327,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M328,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M329,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M330,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M331,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M332,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M333,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M334,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M335,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M336,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M337,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M338,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M339,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M340,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M341,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M342,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M343,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子
M344,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M345,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M346,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M347,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M348,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M349,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M350,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M351,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M352,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M353,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M354,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M355,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M356,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle)
M357,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm)
M358,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality)
M359,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M360,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M361,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M362,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M363,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M364,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M365,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M366,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M367,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M368,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M369,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M370,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M371,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle)
M372,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm)
M373,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality)
M374,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M375,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M376,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M377,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M378,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M379,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M380,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M381,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M382,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子
M383,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子
M384,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子
M385,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子
M386,PB_単一条件解除,PullbackTrend,GOLD,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle)
M387,PB_単一条件解除,PullbackTrend,GOLD,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm)
M388,PB_単一条件解除,PullbackTrend,GOLD,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality)
M389,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子
M390,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子
M391,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子
M392,RSI_ダブルパターン単独,RSI_Reversal,EURUSD,H1,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）
M393,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子
M394,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子
M395,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子
M396,RSI_ダブルパターン単独,RSI_Reversal,USDJPY,H4,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）
M397,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子
M398,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子
M399,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子
M400,RSI_ダブルパターン単独,RSI_Reversal,GBPUSD,H4,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）
M401,SCA_D1トレンドフィルター,SCA_EA,GOLD,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種
M402,SCA_D1トレンドフィルター,SCA_EA,GOLD,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種
M403,SCA_複数回エントリー許可,SCA_EA,GOLD,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種
M404,SCA_逆指値事前設置,SCA_EA,GOLD,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種
M405,SCA_D1トレンドフィルター,SCA_EA,USDJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種
M406,SCA_D1トレンドフィルター,SCA_EA,USDJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種
M407,SCA_複数回エントリー許可,SCA_EA,USDJPY,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種
M408,SCA_逆指値事前設置,SCA_EA,USDJPY,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種
M409,SCA_D1トレンドフィルター,SCA_EA,GBPJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種
M410,SCA_D1トレンドフィルター,SCA_EA,GBPJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種
M411,SCA_複数回エントリー許可,SCA_EA,GBPJPY,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種
M412,SCA_逆指値事前設置,SCA_EA,GBPJPY,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種
M413,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 10},B,0.01,ヒステリシス帯計算に使うATR期間の格子
M414,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 20},B,0.01,ヒステリシス帯計算に使うATR期間の格子
M415,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 28},B,0.01,ヒステリシス帯計算に使うATR期間の格子
M416,VBO_単方向のみ,VolBreakout,USDJPY,H4,"{'AllowLong': True, 'AllowShort': False}",B,0.01,ロング/ショートいずれか一方のみ許可（long限定）
M417,VBO_単方向のみ,VolBreakout,USDJPY,H4,"{'AllowLong': False, 'AllowShort': True}",B,0.01,ロング/ショートいずれか一方のみ許可（short限定）
M418,新データ_BfxRevのETH移植,BfxRev_EA,ETHUSD,D1,{},S,0.01,Bitfinexマージン(long建玉急減リバウンド)機構のBTC→ETH移植。btc_backlog4.mdで『ETHはデータ取得後』として保留されたまま未着手の項目。ETHUSD Bitfinexマージンロング建玉データを新規取得しBTC版と同一シグナル定義で検証。
M419,新データ_COTオーバーレイ_GOLD,PullbackTrend,GOLD,H4,{'__cot_overlay__': 'extreme_long'},A,0.01,CFTC COT(商品先物委員会建玉明細)のヘッジファンド買い越しが極端なときのみPB_GOLDのエントリーを許可するオーバーレイ。過去(btc_backlog4.md教訓)『COT週次n不足』は標準的シグナルとして使った際の反証で、既存エッジへのフィルターとしての利用は未検証。週次データのため対象はD1以上の低頻度戦略に限定
M420,新データ_COTオーバーレイ_AUDJPY,Carry,AUDJPY,D1,{'__cot_overlay__': 'extreme_long'},A,0.01,AUDのCOT建玉極端値をCarry_AUDJPYのエントリー許可条件に追加するオーバーレイ
M421,新データ_COTオーバーレイ_EURUSD,RSI_Reversal,EURUSD,H1,{'__cot_overlay__': 'extreme_short'},B,0.01,EURのCOT建玉極端値をRSI_EURUSDのオーバーレイに追加
